quarter,gold_usd,central_bank_net_purchase_tonnes,real_rate_10y_tips,broad_dollar_index,federal_debt_trillion_usd,us_cpi,nominal_gdp_billion_usd,consumer_sentiment,debt_to_gdp,weak_consumer_sentiment,cumulative_central_bank_purchase_tonnes,central_bank_purchase_4q_tonnes,real_gold_usd,period_status,spot_gold_usd,latest_spot_date,latest_spot_timestamp,central_bank_source_note,fitted_real_gold_usd,residual_real_gold_usd,residual_pct_real_gold_usd,upgraded_fitted_gold_usd,upgraded_residual_usd,upgraded_residual_pct,spot_residual_usd,spot_residual_pct
2026Q3,4155.8,74.929668864,2.0533333333333332,120.91785,39.38788122248561,333.193,31865.721,47.3,1.2360580582025935,-47.3,7132.059668864002,752.4796688640001,4092.447248091447,partial_latest_available,4053.5,2026-07-08,2026-07-08 09:06:22,"World Gold Council monthly central-bank updates: April 2026 net buying 19t; May 2026 net buying 41t. People's Bank of China June 2026 official reserves rose by 0.48mn oz, equivalent to 14.9t. June is China-only reported data; full global June and Q2 Gold Demand Trends data are not yet published.",3567.3573552119383,525.0898928795086,0.14719296123006798,3622.5815014973405,533.2184985026597,0.14719296123006803,430.91849850265953,0.1189534309509795
